"int_pos";"var_name";"x";"label";"length";"decimal_places";"fin_pos";"col_type";"CHAR"
166;"IN_RECURSO_TRANSCRICAO";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Auxílio-Transcrição*/";1;"0";167;"i";FALSE
168;"IN_RECURSO_INTERPRETE";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Guia-Intérprete*/";1;"0";169;"i";FALSE
170;"IN_RECURSO_LIBRAS";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Intérprete de Libras*/";1;"0";171;"i";FALSE
172;"IN_RECURSO_LABIAL";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Leitura Labial*/";1;"0";173;"i";FALSE
174;"IN_RECURSO_BRAILLE";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Prova em Braille*/";1;"0";175;"i";FALSE
176;"IN_RECURSO_AMPLIADA_16";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Prova Ampliada (Fonte tamanho 16)*/";1;"0";177;"i";FALSE
178;"IN_RECURSO_AMPLIADA_20";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Prova Ampliada (Fonte tamanho 20)*/";1;"0";179;"i";FALSE
180;"IN_RECURSO_AMPLIADA_24";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Prova Ampliada (Fonte tamanho 24)*/";1;"0";181;"i";FALSE
182;"IN_RECURSO_NENHUM";"1.";"/*Recursos necessários para a participação do aluno em avaliações do Inep (Prova Brasil, Saeb, outros) - Nenhum*/";1;"0";183;"i";FALSE
184;"TP_INGRESSO_FEDERAIS";"1.";"/*Forma de ingresso do aluno (apenas alunos de escolas federais das Etapas: Educação Profissional (39 e 40), Ensino Médio Integrado (30, 31, 32, 33 e 34) e EJA integrada à Educação Profissional de Nível Médio (73)*/";1;"0";185;"i";FALSE
186;"TP_MEDIACAO_DIDATICO_PEDAGO";"1.";"/*Tipo de mediação didático-pedagógica*/";1;"0";187;"i";FALSE
188;"IN_ESPECIAL_EXCLUSIVA";"1.";"/*Aluno de turma exclusiva de alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação (Classes Especiais)*/";1;"0";189;"i";FALSE
190;"IN_REGULAR";"1.";"/*Modo, maneira ou metodologia de ensino correspondente às turmas com etapas de escolarização consecutivas, Creche ao Ensino Médio. Etapas consideradas (nas antigas modalidades 1 ou 2): TP_ETAPA_ENSINO igual a 1,2,4,5,6,7,8,9,10,11,14, 15,16,17,18,19,20,21,41,25,26,27,28,29,30,31, 32,33,34,35,36,37 ou 38.*/";1;"0";191;"i";FALSE
192;"IN_EJA";"1.";"/*Modo, maneira ou metodologia de ensino correspondente às turmas destinadas a pessoas que não cursaram o ensino fundamental e/ou médio em idade própria. Etapas consideradas (nas antigas modalidades 2 ou 3): TP_ETAPA_ENSINO igual a 65,67,69,70,71,73 ou 74.*/";1;"0";193;"i";FALSE
194;"IN_PROFISSIONALIZANTE";"1.";"/*Modo profissionalizante de ensino correspondente às turmas de cursos de formação inicial e continuada ou de qualificação profissional (Cursos FIC) articulados à EJA ou concomitantes; ou de cursos técnicos de nível médio nas formas articulada (integrada ou concomitante) ou subsequente ao ensino médio e de normal/magistério. Etapas consideradas (nas antigas modalidades 1, 2 ou 3): TP_ETAPA_ENSINO igual a 30,31,32,33,34, 35,36,37,38,39,40,65,67,68,73 ou 74.*/";1;"0";195;"i";FALSE
196;"TP_ETAPA_ENSINO";"2.";"/*Etapa de ensino da matrícula*/";2;"0";198;"i";FALSE
199;"ID_TURMA";"8.";"/*Código único da Turma*/";8;"0";207;"i";FALSE
208;"CO_CURSO_EDUC_PROFISSIONAL";"5.";"/*Curso da Educação Profissional Técnica*/";5;"0";213;"i";FALSE
214;"TP_UNIFICADA";"1.";"/*Unificada, multietapa, multi ou correção de fluxo*/";1;"0";215;"i";FALSE
216;"TP_TIPO_TURMA";"1.";"/*Tipo de atendimento*/";1;"0";217;"i";FALSE
218;"CO_ENTIDADE";"8.";"/*Código da Escola*/";8;"0";226;"i";FALSE
227;"CO_REGIAO";"1.";"/*Código da região geográfica*/";1;"0";228;"i";FALSE
229;"CO_MESORREGIAO";"4.";"/*Código da mesorregião*/";4;"0";233;"i";FALSE
234;"CO_MICRORREGIAO";"5.";"/*Código da microrregião*/";5;"0";239;"i";FALSE
240;"CO_UF";"2.";"/*Código UF da escola*/";2;"0";242;"i";FALSE
243;"CO_MUNICIPIO";"7.";"/*Código Município da escola*/";7;"0";250;"i";FALSE
251;"CO_DISTRITO";"9.";"/*Código completo do Distrito da escola*/";9;"0";260;"i";FALSE
261;"TP_DEPENDENCIA";"1.";"/*Dependência Administrativa (Escola)*/";1;"0";262;"i";FALSE
263;"TP_LOCALIZACAO";"1.";"/*Localização (Escola)*/";1;"0";264;"i";FALSE
265;"TP_CATEGORIA_ESCOLA_PRIVADA";"1.";"/*Categoria da escola privada*/";1;"0";266;"i";FALSE
267;"IN_CONVENIADA_PP";"1.";"/*Conveniada com o poder público (Escola)*/";1;"0";268;"i";FALSE
269;"TP_CONVENIO_PODER_PUBLICO";"1.";"/*Dependência do convênio com o poder público*/";1;"0";270;"i";FALSE
271;"IN_MANT_ESCOLA_PRIVADA_EMP";"1.";"/*Mantenedora da escola privada - Empresa, grupo empresarial do setor privado ou pessoa física*/";1;"0";272;"i";FALSE
273;"IN_MANT_ESCOLA_PRIVADA_ONG";"1.";"/*Mantenedora da escola privada - Organização não governamental (ONG) - internacional ou nacional. Organização da Sociedade Civil de Interesse Público (Oscip)*/";1;"0";274;"i";FALSE
275;"IN_MANT_ESCOLA_PRIVADA_SIND";"1.";"/*Mantenedora da escola privada - Sindicatos de trabalhadores ou patronais, associações e cooperativas.*/";1;"0";276;"i";FALSE
277;"IN_MANT_ESCOLA_PRIVADA_SIST_S";"1.";"/*Mantenedora da escola privada - Sistema S (Sesi, Senai, Sesc, Outros)*/";1;"0";278;"i";FALSE
279;"IN_MANT_ESCOLA_PRIVADA_S_FINS";"1.";"/*Mantenedora da escola privada - Instituições sem fins lucrativos*/";1;"0";280;"i";FALSE
281;"TP_REGULAMENTACAO";"1.";"/*Regulamentação/Autorização no conselho ou órgão municipal, estadual ou federal de educação*/";1;"0";282;"i";FALSE
283;"TP_LOCALIZACAO_DIFERENCIADA";"1.";"/*Localização diferenciada da escola*/";1;"0";284;"i";FALSE
285;"IN_EDUCACAO_INDIGENA";"1.";"/*Escola Indígena*/";1;"0";286;"i";FALSE
